"taxon","class","guild","max_length","presence","mobility","side","limit","method","lat1","lon1","site1","temp1","total1","lat2","lon2","site2","temp2","total2","lat","dLon","dTemp","pop_trend","ecoregion","dSST","i.ecoregion","i.dSST"
"Chaetodon unimaculatus","Actinopterygii","tropical",20,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.9255403556771,2.83333333333333,-23.1999500000002,113.763540000007,"NMP-C4",24.3341450068399,2.14285714285714,-23.1999500000002,0,-0.591395348837249,-0.279313822781264,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Cheilodipterus quinquelineatus","Actinopterygii","tropical",13,"common","pelagic site attached","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.6504787961696,5.19366666666667,-23.3324600000004,113.779229999997,"NMP-S4",24.1373734610123,5.37676767676768,-23.1999500000002,0.0156899999901299,-0.513105335157285,0.0346474554770138,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Echinaster luzonicus","Asteroidea","tropical",20,"rare","benthic","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",25.0630711354309,1.75,-22.9287499999993,113.779370000002,"NMP-S2",24.3847332421341,1,-23.1999500000002,0.0158299999957308,-0.678337893296824,-0.559615787935423,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Epibulus insidiator","Actinopterygii","tropical",54,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",25.0172275421797,3.47333333333333,-23.1999500000002,113.763540000007,"NMP-C4",24.2475786593707,1.93109668109668,-23.1999500000002,0,-0.769648882808944,-0.587026677573524,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Eviota sebreei","Actinopterygii","tropical",2.5,"common","benthic","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.6504787961696,19.1428571428571,-23.20838,113.763280000002,"NMP11",24.2507341541268,8.38333333333333,-23.1999500000002,-0.000260000004573158,-0.399744642042837,-0.82568404301796,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Lutjanus fulviflamma","Actinopterygii","tropical",35,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.8338531691746,3.93333333333333,-23.1415200000003,113.753640000001,"NMP-C3",24.3709575923393,3.46794871794872,-23.1999500000002,-0.0099000000060272,-0.462895576835333,-0.125923971206565,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Myripristis kuntee","Actinopterygii","tropical",26,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.9255403556771,3.5,-23.1349599999997,113.7404,"NMP27",24.3909895120839,2,-23.1999500000002,-0.0231400000071176,-0.534550843593284,-0.559615787935423,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Ostorhinchus wassinki","Actinopterygii","tropical",7,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.7880095759234,25.2234848484848,-23.20838,113.763280000002,"NMP11",24.2343599765488,36.4287936507937,-23.1999500000002,-0.000260000004573158,-0.553649599374619,0.367583997338065,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Scarus rubroviolaceus","Actinopterygii","tropical",70,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",25.2006019151847,5.40476190476191,-23.1349599999997,113.7404,"NMP27",24.3929958960328,2.88888888888889,-23.1999500000002,-0.0231400000071176,-0.807606019151898,-0.626408438512772,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Siganus trispilos","Actinopterygii","tropical",25,"rare","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.9255403556771,1.625,-23.2131300000001,113.762959999996,"NMP10",24.3023392612859,1.83333333333333,-23.1999500000002,-0.00058000001082803,-0.623201094391248,0.120627987788615,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Zebrasoma scopas","Actinopterygii","tropical",40,"common","Demersal","west","southern","abundance weighted quantiles",-23.1999500000002,113.763540000007,"NMP-C4",24.9255403556772,6.36921768707483,-23.1999500000002,113.763540000007,"NMP-C4",24.2892749658003,7.60249433106576,-23.1999500000002,0,-0.636265389876886,0.176999744936103,"Ningaloo",-0.607485157289922,"Ningaloo",-0.607485157289922
"Chromodoris westraliensis","Gastropoda","temperate",6,"common","benthic","west","northern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",25.1625444596443,1.08333333333333,-23.1999500000002,113.763540000007,"NMP-C4",24.2803009575923,1.4,-23.2175000000002,0.00888000000757927,-0.882243502051963,0.256429528947677,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Centropyge tibicen","Actinopterygii","tropical",19,"common","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.832659370725,2.2802380952381,-28.47336,113.77563,"WA54",22.4014500683995,1.5,-23.2175000000002,0.0209700000010002,-2.43120930232554,-0.418814757141995,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Chaetodon citrinellus","Actinopterygii","tropical",13,"common","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,2.225,-23.1999500000002,113.763540000007,"NMP-C4",24.2723119015048,1.93333333333333,-23.2175000000002,0.00888000000757927,-0.34042407660743,-0.14051128673394,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Cheilinus trilobatus","Actinopterygii","tropical",45,"common","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,2.38177339901478,-23.2175000000002,113.754659999999,"NMP26",24.3141997264022,2.05802808302808,-23.2175000000002,0,-0.298536251710001,-0.146097052746566,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Gymnothorax eurostus","Actinopterygii","tropical",60,"common","benthic","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,1,-23.1999500000002,113.763540000007,"NMP-C4",24.2668399452804,1,-23.2175000000002,0.00888000000757927,-0.345896032831753,0,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Nardoa variolata","Asteroidea","tropical",15,"common","benthic","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.832659370725,3.23227040816327,-23.2175000000002,113.754659999999,"NMP26",24.3141997264022,2.8520667989418,-23.2175000000002,0,-0.518459644322839,-0.125140878984539,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Naso brachycentron","Actinopterygii","tropical",90,"rare","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,5,-23.2175000000002,113.754659999999,"NMP26",24.3141997264022,4.22857142857143,-23.2175000000002,0,-0.298536251710001,-0.167573700159399,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Parapercis clathrata","Actinopterygii","tropical",24,"common","benthic","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.7960054719562,1.6037037037037,-23.19459,113.752090000001,"NMP25",24.3515868673051,2.12372448979592,-23.2175000000002,-0.00256999999804464,-0.444418604651133,0.280855613060021,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Parupeneus pleurostigma","Actinopterygii","tropical",33,"common","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,2,-21.6507899999998,114.376910000002,"NWS158",25.2371135430917,2,-23.2175000000002,0.622250000003234,0.624377564979497,0,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Pervagor janthinosoma","Actinopterygii","tropical",13,"rare","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,1.58823529411765,-23.2131300000001,113.762959999996,"NMP10",24.1361149110807,1.21960784313725,-23.2175000000002,0.00829999999675124,-0.476621067031502,-0.264094154927305,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Sufflamen fraenatum","Actinopterygii","tropical",38,"common","Demersal","west","southern","abundance weighted quantiles",-23.2175000000002,113.754659999999,"NMP26",24.6127359781122,1.9,-23.2175000000002,113.754659999999,"NMP26",24.3141997264022,2.25,-23.2175000000002,0,-0.298536251710001,0.169076330043934,"Ningaloo",-0.532100725966771,"Ningaloo",-0.532100725966771
"Choerodon rubescens","Actinopterygii","temperate",90,"common","Demersal","west","northern","abundance weighted quantiles",-26.1217100000001,113.182669999999,"WA62",22.3716415868673,8.5,-26.1217100000001,113.182669999999,"WA62",23.0670451436389,2.33333333333333,-26.1217100000001,0,0.695403556771598,-1.29276830310907,"Shark Bay",0.695403556771677,"Shark Bay",0.695403556771677
"Kyphosus cornelii","Actinopterygii","temperate",70,"common","pelagic site attached","west","northern","abundance weighted quantiles",-26.1217100000001,113.182669999999,"WA62",22.3716415868673,145,-28.1923999999999,114.244129999999,"WA57",21.5765389876881,17,-26.1217100000001,1.06146000000007,-0.795102599179202,-2.14352039836436,"Shark Bay",0.695403556771677,"Shark Bay",0.695403556771677
"Suezichthys cyanolaemus","Actinopterygii","temperate",12,"rare","Demersal","west","northern","abundance weighted quantiles",-26.1217100000001,113.182669999999,"WA62",22.3716415868673,15.6666666666667,-23.0980000000003,113.794290000001,"NMP28",24.2654582763338,1,-26.1217100000001,0.611620000002063,1.8938166894665,-2.75153531304195,"Shark Bay",0.695403556771677,"Shark Bay",0.695403556771677
"Macropharyngodon negrosensis","Actinopterygii","tropical",12,"rare","Demersal","west","southern","abundance weighted quantiles",-26.1217100000001,113.182669999999,"WA62",22.3716415868673,1,-23.19459,113.752090000001,"NMP25",24.3515868673051,1,-26.1217100000001,0.569420000001671,1.9799452804378,0,"Shark Bay",0.695403556771677,"Shark Bay",0.695403556771677
"Apogon doederleini","Actinopterygii","tropical",14,"common","pelagic site attached","west","southern","abundance weighted quantiles",-26.1242400000001,113.237150000001,"WA61",22.2761833105335,13.5,-28.4605099999999,113.77258,"WA55",22.4014500683995,5,-26.1242400000001,0.535429999999863,0.125266757866001,-0.993251773010283,"Shark Bay",0.606757865937034,"Shark Bay",0.606757865937034
"Coris aygula","Actinopterygii","tropical",120,"common","Demersal","west","southern","abundance weighted quantiles",-26.1242400000001,113.237150000001,"WA61",22.2761833105335,2.5,-23.2131300000001,113.762959999996,"NMP10",24.3023392612859,5.31776190476191,-26.1242400000001,0.525809999995275,2.0261559507524,0.754761788368974,"Shark Bay",0.606757865937034,"Shark Bay",0.606757865937034
"Neopomacentrus filamentosus","Actinopterygii","tropical",11,"common","Demersal","west","southern","abundance weighted quantiles",-26.1242400000001,113.237150000001,"WA61",22.2761833105335,1596.3,-26.1242400000001,113.237150000001,"WA61",22.8829411764706,1105,-26.1242400000001,0,0.606757865937098,-0.36784311631858,"Shark Bay",0.606757865937034,"Shark Bay",0.606757865937034
"Thalassoma lunare","Actinopterygii","tropical",25,"common","Demersal","west","southern","abundance weighted quantiles",-26.1242400000001,113.237150000001,"WA61",22.2761833105335,21.0833333333333,-28.47336,113.77563,"WA54",22.4014500683995,4.88461538461539,-26.1242400000001,0.538479999999524,0.125266757866001,-1.46239229050241,"Shark Bay",0.606757865937034,"Shark Bay",0.606757865937034
"Amblygobius phalaena","Actinopterygii","tropical",15,"common","benthic","west","southern","abundance weighted quantiles",-26.1608399999999,113.21732,"WA59",22.3186046511628,13.625,-28.4605099999999,113.77258,"WA55",22.4014500683995,5.75,-26.1608399999999,0.555260000000615,0.082845417236701,-0.862706485740049,"Shark Bay",0.654651162790735,"Shark Bay",0.654651162790735
"Halichoeres brownfieldi","Actinopterygii","temperate",15,"common","Demersal","west","northern","abundance weighted quantiles",-28.1861100000001,114.23146,"WA58",21.5203283173735,24,-28.1923999999999,114.244129999999,"WA57",21.5765389876881,36.75,-28.1861100000001,0.0126699999991615,0.0562106703145986,0.4260843953109,"Houtman",0.0562106703146092,"Houtman",0.0562106703146092
"Parapercis haackei","Actinopterygii","temperate",11,"common","benthic","west","northern","abundance weighted quantiles",-28.1861100000001,114.23146,"WA58",21.5203283173735,20.5,-30.2318699999997,114.998730000001,"JMP-S1",21.0027750635138,1.39935064935065,-28.1861100000001,0.767270000000607,-0.517553253859724,-2.68441657901419,"Houtman",0.0562106703146092,"Houtman",0.0562106703146092
"Kyphosus sydneyanus","Actinopterygii","temperate",86,"common","pelagic site attached","west","northern","abundance weighted quantiles",-28.1861100000001,114.23146,"WA58",21.5203283173735,47.9444444444444,-30.5145,115.01366,"JMP-S34",20.9055266757866,57.5562857142857,-28.1861100000001,0.782199999999648,-0.614801641586901,0.182720417811075,"Houtman",0.0562106703146092,"Houtman",0.0562106703146092
"Rhabdosargus sarba","Actinopterygii","temperate",80,"common","Demersal","west","northern","abundance weighted quantiles",-28.1861100000001,114.23146,"WA58",21.5203283173735,2,-30.7991800000004,115.186950000002,"JMP-S38",20.816853625171,8,-28.1861100000001,0.955490000001319,-0.703474692202501,1.38629436111989,"Houtman",0.0562106703146092,"Houtman",0.0562106703146092
"Coris caudimacula","Actinopterygii","tropical",20,"rare","Demersal","west","southern","abundance weighted quantiles",-28.1923999999999,114.244129999999,"WA57",21.5203283173735,16,-26.1608399999999,113.21732,"WA59",22.9732558139535,1.33333333333333,-28.1923999999999,-1.02680999999963,1.45292749658,-2.484906649788,"Houtman",0.0562106703146092,"Houtman",0.0562106703146092
"Parupeneus cyclostomus","Actinopterygii","tropical",50,"common","Demersal","west","southern","abundance weighted quantiles",-28.4605099999999,113.77258,"WA55",22.3917099863201,6,-23.1610800000006,113.758749999998,"NMP6",24.3370998632011,2.375,-28.4605099999999,-0.0138300000026419,1.945389876881,-0.926762031741451,"Houtman",0.00974008207933608,"Houtman",0.00974008207933608
"Tripneustes gratilla","Echinoidea","tropical",15,"common","benthic","both","northern","abundance weighted quantiles",-28.8919599999999,114.00962,"WA46",22.2697674418605,7.31818181818182,-21.91631,153.586689999998,"CS51",26.1510533515732,1.33333333333333,-28.8919599999999,39.5770699999976,3.8812859097127,-1.70267983917437,"Houtman",-0.0131326949385304,"Houtman",-0.0131326949385304
"Anoplocapros amygdaloides","Actinopterygii","temperate",39,"rare","Demersal","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.8635704514364,1,-30.1207299999997,114.953649999999,"JMP-S25",20.8845006839945,1,-30.1207299999997,0,-0.979069767441899,0,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Cronia avellana","Gastropoda","temperate",3.5,"common","benthic","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.6562311901505,4.28809523809524,-30.1207299999997,114.953649999999,"JMP-S25",20.976024623803,3.08235294117647,-30.1207299999997,0,-0.680206566347522,-0.330149386627762,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Fusinus australis","Gastropoda","temperate",13,"rare","benthic","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.8635704514364,2,-34.1292799999998,137.43752,"SSG13",17.7881668946648,1.28571428571429,-30.1207299999997,22.4838700000007,-4.0754035567716,-0.441832752279039,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Rhinoclavis bituberculata","Gastropoda","temperate",6,"rare","benthic","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.4804058367533,2.32326388888889,-30.1340300000004,114.948910000003,"JMP-S9",20.8913269493844,2.13333333333333,-30.1207299999997,-0.00473999999606178,-0.589078887368935,-0.085287343955309,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Turbo jourdani","Gastropoda","temperate",20,"rare","benthic","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.6089603283174,1,-30.4851299999997,115.02998,"JMP-S23",20.9040082079343,1,-30.1207299999997,0.0763300000011498,-0.704952120383101,0,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Astralium aureum","Gastropoda","temperate",1.8,"rare","benthic","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.2888235294118,4.375,-30.1207299999997,114.953649999999,"JMP-S25",20.8845006839945,4.90625,-30.1207299999997,0,-0.404322845417301,0.114603382739004,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Octopus tetricus","Cephalopoda","temperate",80,"common","benthic","west","northern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.8635704514364,1.33333333333333,-30.1340300000004,114.948910000003,"JMP-S8",21.1291792065663,1,-30.1207299999997,-0.00473999999614705,-0.7343912448701,-0.287682072451781,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Stegastes obreptus","Actinopterygii","tropical",12,"common","Demersal","west","southern","abundance weighted quantiles",-30.1207299999997,114.953649999999,"JMP-S25",21.5619860713842,2.36104797979798,-30.2318699999997,114.998730000001,"JMP-S1",21.0879206566347,3.88753968253968,-30.1207299999997,0.0450800000020166,-0.474065414749479,0.498670905471677,"Houtman",-0.661316268162107,"Houtman",-0.661316268162107
"Cirripectes hutchinsi","Actinopterygii","temperate",10.6,"common","benthic","west","northern","abundance weighted quantiles",-30.1340300000004,114.948910000003,"JMP-S8",21.6260601915185,8.1031746031746,-26.1217100000001,113.182669999999,"WA62",23.0670451436389,16.5,-30.1340300000004,-1.76624000000335,1.44098495212044,0.711104469693348,"Houtman",-0.593176922292358,"Houtman",-0.593176922292358
"Epinephelides armatus","Actinopterygii","temperate",56,"common","Demersal","west","northern","abundance weighted quantiles",-30.1340300000004,114.948910000003,"JMP-S8",21.5979115367077,1.42230158730159,-30.1340300000004,114.948910000003,"JMP-S8",20.9932636310338,1.43424036281179,-30.1340300000004,0,-0.604647905673914,0.0083589495510099,"Houtman",-0.593176922292358,"Houtman",-0.593176922292358
"Notolabrus parilus","Actinopterygii","temperate",49,"common","Demersal","west","northern","abundance weighted quantiles",-30.1340300000004,114.948910000003,"JMP-S8",21.5979115367077,6.20459023734886,-30.1567800000002,114.966849999998,"JMP-S15",20.9896169630643,8.03769841269841,-30.1340300000004,0.017939999995491,-0.608294573643395,0.258853396149463,"Houtman",-0.593176922292358,"Houtman",-0.593176922292358
"Parma mccullochi","Actinopterygii","temperate",30,"common","Demersal","west","northern","abundance weighted quantiles",-30.1340300000004,114.948910000003,"JMP-S8",21.6255055341375,6.70682937751903,-30.1340300000004,114.948910000003,"JMP-S9",21.0075034199727,6.13261054421769,-30.1340300000004,8.5265128291212e-14,-0.618002114164884,-0.0895057943796453,"Houtman",-0.593176922292358,"Houtman",-0.593176922292358
"Pterynotus triformis","Gastropoda","temperate",11,"common","benthic","west","northern","abundance weighted quantiles",-30.1340300000004,114.948910000003,"JMP-S8",21.8793980848153,14,-33.932742,137.604903,"SSG56",17.8895896032832,1,-30.1340300000004,22.6559929999973,-3.9898084815321,-2.63905732961526,"Houtman",-0.593176922292358,"Houtman",-0.593176922292358
"Pempheris analis","Actinopterygii","tropical",20,"common","Demersal","west","southern","abundance weighted quantiles",-30.1340300000004,114.948910000003,"JMP-S8",21.8793980848153,4.2,-21.8392099999993,114.175640000001,"NMP-BF1",25.038194254446,1,-30.1340300000004,-0.773270000001602,3.1587961696307,-1.43508452528932,"Houtman",-0.593176922292358,"Houtman",-0.593176922292358
