"taxon","family","class","guild","limit","side","lat1","lat2","dLat","lon1","lon2","dLon","site1","site2","N_site","temp1","temp2","dTemp","total_log1","total_log2","pop_trend","presence","range","trophic_level","trophic_group","max_length","water_column","habitat","max_depth","therm_max","therm_mid","sgi","region","latitude","longitude","dSST"
"Abudefduf bengalensis","Pomacentridae","Actinopterygii","tropical","southern","west",-26.1429399999999,-28.1923999999999,-2.04946000000002,113.16653,114.244129999999,1.07759999999978,"WA60","WA57",132,22.3716415868673,21.5765389876881,-0.795102599179202,8.07242190053737,7.57088296233958,-0.501538938197787,"common",1940,3.1,"Planktivore",17,"Demersal","coral",6,31.533,25.71525,20.3118817,"SW",-26.14294,113.16653,1.93836747143865
"Abudefduf bengalensis","Pomacentridae","Actinopterygii","tropical","southern","east",-31.4974700000007,-31.52736,-0.0298899999992877,159.067670000001,159.059830000003,-0.00783999999822527,"LHI18","LHI33",132,21.3954035567715,21.883488372093,0.4880848153215,6.74939298590825,6.48479693349065,-0.264596052417598,"common",1940,3.1,"Planktivore",17,"Demersal","coral",6,31.533,25.71525,20.3118817,"SE",-31.49747,159.06767,-2.8968777943368
"Abudefduf bengalensis","Pomacentridae","Actinopterygii","tropical","northern","both",-10.9098100000001,-10.9098100000001,0,133.021059999999,133.021059999999,0,"NT25","NT25",132,28.2004924760602,28.601124497992,0.400632021931798,5.36944785246702,4.91202300542815,-0.457424847038875,"common",1940,3.1,"Planktivore",17,"Demersal","coral",6,31.533,25.71525,20.3118817,"N",-10.90981,133.02106,0.400632021931798
"Abudefduf sexfasciatus","Pomacentridae","Actinopterygii","tropical","northern","both",-12.2905499999999,-10.1155799999998,2.17497000000001,143.402319999997,144.457769999998,1.05545000000012,"GBR49","CS200",165,26.847756497948,27.5833789329685,0.735622435020499,6.2257466737132,6.04985600724954,-0.175890666463665,"common",3411,2.4,"Planktivore",16,"Demersal","coral",20,31.121,24.7035,16.3945675,"N",-12.29055,143.40232,0.270013679890599
"Abudefduf sexfasciatus","Pomacentridae","Actinopterygii","tropical","southern","west",-31.9902000000002,-26.12171,5.86849000000014,115.504699999995,113.18267,-2.32202999999491,"RI9","WA62",165,21.0842818057456,24.310009058306,3.22572725256035,8.91644286012226,8.81520706218909,-0.101235797933171,"common",3411,2.4,"Planktivore",16,"Demersal","coral",20,31.121,24.7035,16.3945675,"SW",-31.9902,115.5047,0.595918271998098
"Abudefduf sexfasciatus","Pomacentridae","Actinopterygii","tropical","southern","east",-31.5390800000013,-31.5425200000011,-0.00343999999982003,159.065430000005,159.061940000004,-0.00349000000122146,"LHI5","LHI40",165,21.6093403252774,21.8430403556771,0.233700030399753,7.68586094706836,7.18001665365257,-0.505844293415787,"common",3411,2.4,"Planktivore",16,"Demersal","coral",20,31.121,24.7035,16.3945675,"SE",-31.53908,159.06543,-3.0249897540984
"Abudefduf vaigiensis","Pomacentridae","Actinopterygii","tropical","southern","west",-23.2131299999987,-26.12171,-2.90858000000138,113.762959999995,113.18267,-0.580289999994974,"NMP10","WA62",154,24.1555266757866,24.310009058306,0.154482382519351,7.91968384984741,8.04141166379481,0.1217278139474,"common",3014,2.6,"Planktivore",20,"Demersal","coral",15,31.30125,25.157,17.7387844,"SW",-23.21313,113.76296,0.722123597437399
"Abudefduf vaigiensis","Pomacentridae","Actinopterygii","tropical","southern","east",-31.5466600000027,-31.5466600000027,0,159.06128000001,159.06128000001,0,"LHI49","LHI49",154,21.6639671682627,21.8654309165527,0.201463748289999,7.4377516497364,7.58202513889283,0.144273489156425,"common",3014,2.6,"Planktivore",20,"Demersal","coral",15,31.30125,25.157,17.7387844,"SE",-31.54666,159.06128,-0.204103780284601
"Abudefduf vaigiensis","Pomacentridae","Actinopterygii","tropical","northern","both",-10.0387499999998,-9.98876999999994,0.0499799999998611,144.691980000003,144.691300000003,-0.000679999999590564,"CS193","CS208",154,27.1813269493844,27.483488372093,0.3021614227086,5.45434729625351,5.58496747867057,0.130620182417065,"common",3014,2.6,"Planktivore",20,"Demersal","coral",15,31.30125,25.157,17.7387844,"N",-10.03875,144.69198,0.7794489126846
"Abudefduf whitleyi","Pomacentridae","Actinopterygii","tropical","northern","both",-12.2812099999999,-12.2812099999999,0,143.407089999997,143.407089999997,0,"GBR47","GBR47",43,26.847756497948,27.1168809849521,0.269124487004099,4.89182029811063,4.49650756146648,-0.395312736644147,"rare",584,2.6,"Planktivore",14,"Demersal","coral",5,29.938,24.5775,9.1352892,"N",-12.28121,143.40709,0.269124487004099
"Abudefduf whitleyi","Pomacentridae","Actinopterygii","tropical","southern","east",-23.1664099999999,-28.6128000000002,-5.44639000000036,150.951659999999,153.628729999998,2.67706999999876,"GBR262","CBMP2",43,24.2291792065663,24.117168426485,-0.112010780081349,7.66695679242921,7.23244801655052,-0.434508775878684,"rare",584,2.6,"Planktivore",14,"Demersal","coral",5,29.938,24.5775,9.1352892,"N",-23.16641,150.95166,-0.00497948016409921
"Abudefduf whitleyi","Pomacentridae","Actinopterygii","tropical","southern","west",-17.2166200000001,-17.2166200000001,0,146.089180000001,146.089180000001,0,"GBR194","GBR194",43,26.4356908344733,26.5111111111111,0.0754202766378,6.03043792139244,5.76217393479776,-0.268263986594679,"rare",584,2.6,"Planktivore",14,"Demersal","coral",5,29.938,24.5775,9.1352892,"N",-17.21662,146.08918,0.0754202766378
"Acanthaluteres spilomelanurus","Monacanthidae","Actinopterygii","temperate","northern","west",-38.13253,-30.6782200000003,7.45430999999969,144.7099,115.106,-29.6039000000001,"PPB26","JMP-S39",41,15.833269493844,21.061121751026,5.227852257182,2.79175946922805,1.69314718055995,-1.09861228866811,"rare",404,2.9,"Herbivore",14,"Demersal","sand",10,22.598,16.5555,0.1803876,"S",-38.13253,144.7099,0.461860465116299
"Acanthaluteres spilomelanurus","Monacanthidae","Actinopterygii","temperate","northern","east",-35.1003899999996,-32.7133299999988,2.38706000000088,150.695210000003,152.157129999973,1.46191999997041,"JBMP46","PS7",41,19.2686867305062,21.0764523668413,1.80776563633507,2.6094379124341,1,-1.6094379124341,"rare",404,2.9,"Herbivore",14,"Demersal","sand",10,22.598,16.5555,0.1803876,"SE",-35.10039,150.69521,1.81540703614365
"Acanthaluteres spilomelanurus","Monacanthidae","Actinopterygii","temperate","southern","both",-43.0590700000016,-38.3549500000002,4.70412000000142,147.332530000007,144.77223,-2.56030000000735,"TI-S1","PPB55",41,13.8268844049247,16.0079616963064,2.18107729138165,6.28826703069454,5.06044301054642,-1.22782402014812,"rare",404,2.9,"Herbivore",14,"Demersal","sand",10,22.598,16.5555,0.1803876,"TAS",-43.05907,147.33253,0.942054545454557
"Acanthaluteres vittiger","Monacanthidae","Actinopterygii","temperate","northern","west",-33.9405100000003,-35.5186000000011,-1.57809000000085,134.266680000001,138.171020000002,3.90434000000189,"EYR24","GSV43",207,17.6489876880985,17.5186456908345,-0.130341997264001,3.63905732961526,4.91202300542815,1.27296567581289,"common",831,2,"Herbivore",35,"Demersal","rock",40,23.239,17.2935,5.4939288,"S",-33.94051,134.26668,-0.322407660738701
"Acanthaluteres vittiger","Monacanthidae","Actinopterygii","temperate","northern","east",-32.6888400000018,-33.8004700000008,-1.11162999999905,152.222179999999,151.29531,-0.92686999999961,"PS3","SYD50",207,20.8270656634747,20.625092688507,-0.201972974967649,4.04452243772342,4.78418963391826,0.739667196194839,"common",831,2,"Herbivore",35,"Demersal","rock",40,23.239,17.2935,5.4939288,"SE",-32.68884,152.22218,0.182813875572634
"Acanthaluteres vittiger","Monacanthidae","Actinopterygii","temperate","southern","both",-43.2839399999991,-43.0657700000001,0.218169999998956,147.166670000004,147.95526,0.78858999999531,"NIN-S1","TAS109",207,13.89528499772,14.6658618331053,0.770576835385267,7.49223983502047,8.48380668766583,0.991566852645364,"common",831,2,"Herbivore",35,"Demersal","rock",40,23.239,17.2935,5.4939288,"TAS",-43.28394,147.16667,-2.219867080195
"Acanthaster planci","Acanthasteridae","Asteroidea","tropical","northern","both",-10.0599000000001,-10.0599000000001,0,143.883000000001,143.883000000001,0,"TS14","TS14",44,26.9730369357045,27.2879616963064,0.314924760601901,1.69314718055995,1.69314718055995,0,"rare",5864,NA,"Benthic invertivore",80,"benthic","coral",NA,31.121,25.4995,NA,"N",-10.0599,143.883,0.314924760601901
"Acanthaster planci","Acanthasteridae","Asteroidea","tropical","southern","west",-20.6118399999997,-21.67022,-1.05838000000028,116.464129999998,114.352509999998,-2.1116199999998,"WA67","NWS159",44,26.2376812585499,25.2371135430917,-1.0005677154582,4.2188758248682,4.17805383034795,-0.0408219945202557,"rare",5864,NA,"Benthic invertivore",80,"benthic","coral",NA,31.121,25.4995,NA,"SW",-20.61184,116.46413,1.87001782798645
"Acanthaster planci","Acanthasteridae","Asteroidea","tropical","southern","east",-31.5391499999989,-31.7506700000006,-0.211520000001666,159.053409999995,159.236819999999,0.183410000004471,"LHI16","LHI32",44,21.6001367989056,21.7693023255814,0.169165526675798,3.39789527279837,2.94591014905531,-0.451985123743057,"rare",5864,NA,"Benthic invertivore",80,"benthic","coral",NA,31.121,25.4995,NA,"SE",-31.53915,159.05341,-3.0199071038251
"Acanthistius cinctus","Serranidae","Actinopterygii","temperate","southern","east",-31.7875000000002,-33.8214000000006,-2.03390000000039,159.281449999999,151.290299999996,-7.99115000000387,"LHI43","SYD41",37,21.5470314637483,20.4483857729138,-1.0986456908345,4.40119738166216,4.73766961828337,0.336472236621212,"rare",959,4.1,"Higher carnivore",50,"Demersal","rock",30,24.92,21.064,8.8409006,"SE",-31.7875,159.28145,0.2700410396717
"Acanthistius cinctus","Serranidae","Actinopterygii","temperate","northern","east",-29.0719300000001,-29.0719300000001,0,167.961389999999,167.961389999999,0,"NI1","NI1",37,21.3367031463748,22.5624433528168,1.22574020644205,1.69314718055995,1.69314718055995,0,"rare",959,4.1,"Higher carnivore",50,"Demersal","rock",30,24.92,21.064,8.8409006,"SE",-29.07193,167.96139,1.57442827743995
"Acanthistius ocellatus","Serranidae","Actinopterygii","temperate","northern","east",-32.5991700000007,-30.2043200000001,2.3948500000006,152.324040000004,153.264820000002,0.940779999997915,"PS1","SI3",91,20.852585499316,22.7176470588235,1.86506155950753,2.79175946922805,2.38629436111989,-0.405465108108164,"common",240,4.1,"Higher carnivore",64,"Demersal","rock",100,24.56,19.71875,6.5640986,"SE",-32.59917,152.32404,0.201356081459
"Acanthistius ocellatus","Serranidae","Actinopterygii","temperate","southern","both",-36.2617299999994,-37.5531999999994,-1.29147000000001,150.151519999999,149.911999999998,-0.239520000001846,"BMP-S33","CHMP-S4",91,18.5240766073871,18.7507465489367,0.226669941549599,5.66343909411207,5.21950770517611,-0.44393138893596,"common",240,4.1,"Higher carnivore",64,"Demersal","rock",100,24.56,19.71875,6.5640986,"SE",-36.26173,150.15152,-1.9681775585165
"Acanthochromis polyacanthus","Pomacentridae","Actinopterygii","tropical","northern","both",-10.1441400000001,-10.0696,0.0745400000001393,144.576260000001,143.875440000003,-0.700819999998799,"CS211","TS11",209,27.0887961696306,27.3547674418604,0.265971272229848,7.96318998587024,7.87212810133899,-0.0910618845312516,"common",1166,2.7,"Planktivore",14,"Demersal","coral",65,31.344,27.213,25.3643157,"N",-10.14414,144.57626,0.514664842681299
"Acanthochromis polyacanthus","Pomacentridae","Actinopterygii","tropical","southern","east",-23.20268,-23.24957,-0.0468899999999479,150.96978,151.942550000002,0.972770000002015,"GBR18","GBR251",209,24.2092065663475,24.9112175102599,0.702010943912398,9.35702443926342,9.41360887515967,0.0565844358962515,"common",1166,2.7,"Planktivore",14,"Demersal","coral",65,31.344,27.213,25.3643157,"N",-23.20268,150.96978,0.0018741450067985
"Acanthochromis polyacanthus","Pomacentridae","Actinopterygii","tropical","southern","west",-17.52126,-17.2294000000001,0.291859999999911,146.501069999999,146.091310000001,-0.409759999997533,"GBR32","GBR192",209,26.5748153214774,26.5111111111111,-0.0637042103662999,10.6687141357397,10.5338720973217,-0.134842038418089,"common",1166,2.7,"Planktivore",14,"Demersal","coral",65,31.344,27.213,25.3643157,"N",-17.52126,146.50107,0.150815447753402
"Acanthopagrus australis","Sparidae","Actinopterygii","temperate","northern","east",-30.1593199999993,-27.3960200000001,2.76329999999918,153.225700000004,153.4379,0.212199999995846,"SI19","MBMP7",111,22.5532831737346,24.2703321444857,1.71704897075113,5.27666611901606,4.68887945411394,-0.58778666490212,"common",294,3.1,"Benthic invertivore",66,"Demersal","rock",30,25.203,20.5335,15.7274912,"SE",-30.15932,153.2257,1.30288684156788
"Acanthopagrus australis","Sparidae","Actinopterygii","temperate","southern","both",-35.1127200000019,-35.0814200000016,0.031300000000229,150.767200000002,150.797320000009,0.0301200000075994,"JBMP-S15","JBMP-S2",111,19.4726191728928,20.3080777994919,0.835458626599134,8.21744343169653,7.64378973314767,-0.573653698548862,"common",294,3.1,"Benthic invertivore",66,"Demersal","rock",30,25.203,20.5335,15.7274912,"SE",-35.11272,150.7672,-1.5590821200657
"Acanthurus albipectoralis","Acanthuridae","Actinopterygii","tropical","southern","west",-13.9773299999999,-13.8954000000001,0.0819299999997263,144.500669999998,146.5576,2.05693000000201,"GBR41","CS157",48,26.6590150478796,27.5566621067031,0.897647058823502,3.99573227355399,1,-2.99573227355399,"rare",1314,3.4,"Herbivore",33,"Demersal","coral",20,29.4482,23.8195,6.9692889,"N",-13.97733,144.50067,0.488549931600602
"Acanthurus albipectoralis","Acanthuridae","Actinopterygii","tropical","southern","east",-32.7097599999981,-29.9579599999998,2.7517999999983,152.159250000022,159.127589999998,6.96833999997619,"PS20","EMR33",48,20.6992065663475,22.4647332421341,1.7655266757866,6.16478597392351,6.60947179518496,0.444685821261445,"rare",1314,3.4,"Herbivore",33,"Demersal","coral",20,29.4482,23.8195,6.9692889,"SE",-32.70976,152.15925,-1.38504897652437
"Acanthurus albipectoralis","Acanthuridae","Actinopterygii","tropical","northern","both",-10.4413600000003,-15.4888499999998,-5.04748999999959,144.452929999999,147.10716,2.6542300000001,"CS187","CS173",48,27.0615595075239,27.4483447332421,0.386785225718199,3.30258509299405,3.63905732961526,0.336472236621213,"rare",1314,3.4,"Herbivore",33,"Demersal","coral",20,29.4482,23.8195,6.9692889,"N",-10.44136,144.45293,0.858047479375699
"Acanthurus auranticavus","Acanthuridae","Actinopterygii","tropical","southern","west",-10.21767,-12.3817500000001,-2.16408000000012,144.595400000001,143.756720000003,-0.838679999998533,"CS195","GBR56",51,27.1178248974008,27.2043502051983,0.0865253077975474,6.0998664278242,5.26267987704132,-0.837186550782883,"rare",969,2,"Herbivore",45,"Demersal","coral",8,31.647,27.445875,4.1796934,"N",-10.21767,144.5954,0.458864569083499
"Acanthurus auranticavus","Acanthuridae","Actinopterygii","tropical","southern","east",-23.2472500000002,-23.2447400000001,0.00251000000010038,155.53484,155.542329999999,0.0074899999989384,"CS20","CS24",51,24.6397264021888,25.3179069767442,0.678180574555402,5.81218435537242,5.79579054559674,-0.0163938097756757,"rare",969,2,"Herbivore",45,"Demersal","coral",8,31.647,27.445875,4.1796934,"N",-23.24725,155.53484,0.678180574555402
"Acanthurus auranticavus","Acanthuridae","Actinopterygii","tropical","northern","both",-9.97456000000019,-9.98876999999994,-0.0142099999997445,144.693999999997,144.691300000003,-0.00269999999346737,"CS209","CS208",51,27.1434336525308,27.6503967168263,0.506963064295501,3.70805020110221,3.30258509299405,-0.405465108108164,"rare",969,2,"Herbivore",45,"Demersal","coral",8,31.647,27.445875,4.1796934,"N",-9.97456,144.694,0.815704278503702
"Acanthurus blochii","Acanthuridae","Actinopterygii","tropical","northern","both",-10.1441400000001,-10.1155799999998,0.028560000000283,144.576260000001,144.457769999998,-0.118490000003845,"CS211","CS200",158,27.0887961696306,27.5833789329685,0.494582763337899,4.95124371858143,4.76120011569356,-0.190043602887865,"common",2369,2,"Herbivore",45,"Demersal","coral",12,30.674,27.2914,19.6869125,"N",-10.14414,144.57626,0.514664842681299
"Acanthurus blochii","Acanthuridae","Actinopterygii","tropical","southern","east",-23.1565799999999,-23.2465899999996,-0.0900099999996229,151.072899999999,151.773090000002,0.700190000002607,"GBR22","GBR16",158,24.2914090287278,24.6382900136799,0.346880984952101,6.95064255258773,6.56452040732269,-0.386122145265033,"common",2369,2,"Herbivore",45,"Demersal","coral",12,30.674,27.2914,19.6869125,"N",-23.15658,151.0729,-0.0357592339261998
"Acanthurus blochii","Acanthuridae","Actinopterygii","tropical","southern","west",-17.52126,-17.50713,0.0141300000000477,146.501069999999,118.966350000001,-27.5347199999982,"GBR32","NWS62",158,26.5748153214774,28.0813953488372,1.5065800273598,7.3919171133926,7.3261494731551,-0.0657676402375031,"common",2369,2,"Herbivore",45,"Demersal","coral",12,30.674,27.2914,19.6869125,"N",-17.52126,146.50107,0.150815447753402
"Acanthurus dussumieri","Acanthuridae","Actinopterygii","tropical","northern","both",-16.4682300000002,-15.4825299999999,0.985700000000319,147.864719999999,147.099300000001,-0.765419999997306,"CS152","CS172",202,26.7832831737346,27.2320975832193,0.448814409484701,4.71357206670431,4.13549421592915,-0.578077850775158,"common",2207,2,"Herbivore",54,"Demersal","coral",131,31.1035,24.65625,21.9819602,"N",-16.46823,147.86472,0.443105335157302
"Acanthurus dussumieri","Acanthuridae","Actinopterygii","tropical","southern","west",-23.1798899999996,-23.2174999999998,-0.0376100000002104,113.761690000004,113.754660000002,-0.00703000000193299,"NMP13","NMP26",202,24.6501367989056,24.3141997264022,-0.335937072503398,6.6970934865054,5.39444915467244,-1.30264433183297,"common",2207,2,"Herbivore",54,"Demersal","coral",131,31.1035,24.65625,21.9819602,"SW",-23.17989,113.76169,0.723743393659401
"Acanthurus dussumieri","Acanthuridae","Actinopterygii","tropical","southern","east",-33.7992700000021,-33.8282699999996,-0.0289999999975379,151.296160000011,151.265740000002,-0.0304200000088315,"SYD52","SYD38",202,20.3255677154583,20.6668125854993,0.341244870041002,7.16120732169508,6.86078622346587,-0.300421098229211,"common",2207,2,"Herbivore",54,"Demersal","coral",131,31.1035,24.65625,21.9819602,"SE",-33.79927,151.29616,-1.423082587695
"Acanthurus grammoptilus","Acanthuridae","Actinopterygii","tropical","northern","both",-10.0668699999999,-10.3225899999999,-0.255720000000013,143.869690000003,132.712159999999,-11.157530000004,"TS12","NT22",166,26.9724487004104,28.670010587242,1.6975618868316,5.57471097850338,5.65396035015752,0.0792493716541403,"common",1424,2.1,"Herbivore",35,"Demersal","coral",91,32.101,27.0905,26.2940873,"N",-10.06687,143.86969,0.315512995896
"Acanthurus grammoptilus","Acanthuridae","Actinopterygii","tropical","southern","east",-23.5341000000003,-23.5341000000003,0,151.749679999998,151.749679999998,0,"GBR244","GBR244",166,24.4463748290014,24.6126675786594,0.166292749658002,3.63905732961526,6.11799381241676,2.4789364828015,"common",1424,2.1,"Herbivore",35,"Demersal","coral",91,32.101,27.0905,26.2940873,"N",-23.5341,151.74968,-0.0315321477429009
"Acanthurus grammoptilus","Acanthuridae","Actinopterygii","tropical","southern","west",-23.1770099999995,-23.044730000001,0.132279999998548,113.759870000005,113.818430000004,0.0585599999996305,"NMP-C1","NMP20",166,25.2011901504788,25.1596941979693,-0.0414959525094787,8.51261754467451,8.50604217851812,-0.00657536615638854,"common",1424,2.1,"Herbivore",35,"Demersal","coral",91,32.101,27.0905,26.2940873,"SW",-23.17701,113.75987,-0.278403265232907
"Acanthurus lineatus","Acanthuridae","Actinopterygii","tropical","southern","west",-17.0818099999998,-17.0721,0.00970999999979227,119.655180000001,119.6533,-0.00188000000150623,"NWS80","NWS79",116,28.1029685362517,28.3031600547196,0.2001915184679,7.39024066706535,7.37161184723186,-0.0186288198334932,"common",3319,2,"Herbivore",38,"Demersal","coral",15,31.3047,27.6806,21.0405421,"N",-17.08181,119.65518,0.198577291381699
"Acanthurus lineatus","Acanthuridae","Actinopterygii","tropical","southern","east",-21.8965900000002,-21.8965900000002,0,153.5435,153.5435,0,"CS47","CS47",116,25.6442749658003,25.9969607843137,0.352685818513446,6.41610040220442,6.4971682252932,0.081067823088782,"common",3319,2,"Herbivore",38,"Demersal","coral",15,31.3047,27.6806,21.0405421,"N",-21.89659,153.5435,0.260212038303699
"Acanthurus lineatus","Acanthuridae","Actinopterygii","tropical","northern","both",-10.0387499999998,-10.0387499999998,0,144.691980000003,144.691980000003,0,"CS193","CS193",116,27.1813269493844,27.6921418856235,0.510814936239132,4.76120011569356,4.78418963391826,0.0229895182246995,"common",3319,2,"Herbivore",38,"Demersal","coral",15,31.3047,27.6806,21.0405421,"N",-10.03875,144.69198,0.7794489126846
"Acanthurus nigricans","Acanthuridae","Actinopterygii","tropical","southern","west",-17.5582,-17.5479999999999,0.0102000000000722,118.972399999999,118.973700000001,0.00130000000169161,"NWS61","NWS57",160,27.8436935704514,28.0813953488372,0.237701778385802,7.87626461189077,7.89467003943348,0.0184054275427155,"common",6432,2,"Herbivore",21.3,"Demersal","coral",67,31.224,27.4412,26.2043954,"N",-17.5582,118.9724,0.2114637482901
"Acanthurus nigricans","Acanthuridae","Actinopterygii","tropical","northern","both",-11.9685,-10.1155799999998,1.85292000000011,123.335599999999,144.457769999998,21.1221699999985,"NWS9","CS200",160,28.7708344733242,27.4903146374829,-1.2805198358413,5.18965474202643,5.18965474202643,0,"common",6432,2,"Herbivore",21.3,"Demersal","coral",67,31.224,27.4412,26.2043954,"N",-11.9685,123.3356,0.0861422708617994
"Acanthurus nigricans","Acanthuridae","Actinopterygii","tropical","southern","east",-22.1858599999997,-21.2535000000002,0.932359999999555,155.355760000001,155.760859999999,0.405099999998072,"CS38","CS55",160,25.0931737346101,25.2817510259918,0.188577291381698,6.62040086571715,6.59098698051086,-0.0294138852062931,"common",6432,2,"Herbivore",21.3,"Demersal","coral",67,31.224,27.4412,26.2043954,"N",-22.18586,155.35576,0.0190697674418985
"Acanthurus nigricauda","Acanthuridae","Actinopterygii","tropical","southern","east",-22.1977,-21.9173599999998,0.280340000000173,155.294430000001,153.579679999999,-1.71475000000262,"CS41","CS50",175,25.1011901504788,26.0006566347469,0.899466484268149,5.87519732320115,6.26785815906333,0.392660835862177,"common",3290,3,"Herbivore",40,"Demersal","coral",30,31.17,28.23,19.004025,"N",-22.1977,155.29443,0.604035567715499
"Acanthurus nigricauda","Acanthuridae","Actinopterygii","tropical","southern","west",-17.6101999999999,-17.2460699999999,0.364129999999957,118.9747,119.352010000001,0.377310000001444,"NWS56","NWS83",175,27.8276607387141,28.2228864569083,0.395225718194197,7.33150184989369,7.75925527066369,0.427753420770002,"common",3290,3,"Herbivore",40,"Demersal","coral",30,31.17,28.23,19.004025,"N",-17.6102,118.9747,0.2061285909713
"Acanthurus nigricauda","Acanthuridae","Actinopterygii","tropical","northern","both",-10.1050500000001,-9.98876999999994,0.116280000000128,144.685129999999,144.691300000003,0.00617000000414691,"CS204","CS208",175,27.1050205198358,27.5669425444596,0.461922024623849,4.58351893845611,5.02535169073515,0.44183275227904,"common",3290,3,"Herbivore",40,"Demersal","coral",30,31.17,28.23,19.004025,"N",-10.10505,144.68513,0.3439124487005
"Acanthurus nigrofuscus","Acanthuridae","Actinopterygii","tropical","southern","west",-17.5604500000001,-17.5803999999999,-0.0199499999998771,118.942139999999,118.936900000001,-0.00523999999882108,"NWS64","NWS54",392,27.8267989056088,28.0470314637483,0.2202325581395,8.83399634170946,9.3380665255188,0.504070183809342,"common",4193,2,"Herbivore",21,"Demersal","coral",25,30.774,25.9063,25.1816846,"N",-17.56045,118.94214,0.2202325581395
"Acanthurus nigrofuscus","Acanthuridae","Actinopterygii","tropical","southern","east",-23.25245,-29.9231399999995,-6.67068999999952,151.945449999999,153.388089999995,1.44263999999586,"GBR250","SI2",392,24.7403967168263,22.8183502051984,-1.92204651162794,9.38389034410182,9.72371943690701,0.339829092805193,"common",4193,2,"Herbivore",21,"Demersal","coral",25,30.774,25.9063,25.1816846,"N",-23.25245,151.94545,-0.0716279069768007
"Acanthurus nigrofuscus","Acanthuridae","Actinopterygii","tropical","northern","both",-12.2158999999998,-11.9685,0.24739999999988,123.005749999998,123.335599999999,0.329850000001343,"NWS15","NWS9",392,28.7027359781122,28.856976744186,0.154240766073798,6.89440283426485,7.29894924685594,0.404546412591092,"common",4193,2,"Herbivore",21,"Demersal","coral",25,30.774,25.9063,25.1816846,"N",-12.2159,123.00575,0.0526865570990971
"Acanthurus nigroris","Acanthuridae","Actinopterygii","tropical","southern","east",-29.4426899999999,-22.1860200000001,7.2566699999998,159.060879999999,155.176010000001,-3.88486999999816,"EMR5","CS42",34,22.1557592339261,25.7468262653899,3.5910670314638,6.82600010738045,6.63121178182137,-0.194788325559085,"rare",3191,2,"Herbivore",25,"Demersal","coral",90,30.13175,26.84785,13.2540871,"SE",-29.44269,159.06088,0.4419835841314
"Acanthurus nigroris","Acanthuridae","Actinopterygii","tropical","northern","both",-16.7295999999998,-9.96836999999987,6.76122999999996,146.267800000001,144.694560000003,-1.57323999999869,"GBR209","CS207",34,26.9457181942544,27.6504787961696,0.704760601915201,4.04452243772342,3.70805020110221,-0.336472236621213,"rare",3191,2,"Herbivore",25,"Demersal","coral",90,30.13175,26.84785,13.2540871,"N",-16.7296,146.2678,0.648348153214801
"Acanthurus nigroris","Acanthuridae","Actinopterygii","tropical","southern","west",-16.7339199999998,-9.96836999999987,6.76554999999991,146.265110000001,144.694560000003,-1.57054999999789,"GBR207","CS207",34,26.943926128591,27.6504787961696,0.706552667578602,4.98898404656427,3.63905732961526,-1.34992671694902,"rare",3191,2,"Herbivore",25,"Demersal","coral",90,30.13175,26.84785,13.2540871,"N",-16.73392,146.26511,0.654918243521152
"Acanthurus olivaceus","Acanthuridae","Actinopterygii","tropical","northern","both",-10.1155799999998,-9.95826000000009,0.157319999999748,144.457769999998,144.150609999998,-0.3071599999993,"CS200","TS20",156,27.1323939808482,27.3383857729138,0.2059917920656,4.29583686600433,4.29583686600433,0,"common",2781,2.2,"Herbivore",35,"Demersal","coral",46,31.3406,24.726,18.8211939,"N",-10.11558,144.45777,0.2648563611491
"Acanthurus olivaceus","Acanthuridae","Actinopterygii","tropical","southern","west",-23.1349599999996,-14.6645200000002,8.47043999999944,113.740399999999,145.6632,31.9228000000009,"NMP27","GBR39",156,24.6938987688098,27.2720519835841,2.5781532147743,7.02344759296103,6.8636311755981,-0.159816417362936,"common",2781,2.2,"Herbivore",35,"Demersal","coral",46,31.3406,24.726,18.8211939,"SW",-23.13496,113.7404,-0.257081810230797
"Acanthurus olivaceus","Acanthuridae","Actinopterygii","tropical","southern","east",-35.0594199999996,-33.8388000000003,1.22061999999932,150.774990000004,151.279050000001,0.50405999999677,"JBMP-S6","SYD35",156,19.860341997264,20.6432558139535,0.782913816689497,5.54329478227,6.04985600724954,0.506561224979533,"common",2781,2.2,"Herbivore",35,"Demersal","coral",46,31.3406,24.726,18.8211939,"SE",-35.05942,150.77499,-1.4834437613843
"Acanthurus pyroferus","Acanthuridae","Actinopterygii","tropical","southern","east",-21.9163100000001,-23.2403700000001,-1.32406000000004,153.586689999998,155.557009999999,1.97032000000095,"CS51","CS23",153,25.6122161422709,25.3012311901505,-0.3109849521204,5.81218435537242,5.80402104473326,-0.00816331063916031,"common",3238,2,"Herbivore",25,"Demersal","coral",60,31.435,27.8275,17.6894225,"N",-21.91631,153.58669,0.2380437756498
"Acanthurus pyroferus","Acanthuridae","Actinopterygii","tropical","southern","west",-16.7295999999998,-14.05597,2.67362999999981,146.267800000001,121.958469999999,-24.3093300000024,"GBR209","NWS33",153,26.9457181942544,28.8695622435021,1.9238440492477,6.35658627467201,6.67675380226828,0.320167527596269,"common",3238,2,"Herbivore",25,"Demersal","coral",60,31.435,27.8275,17.6894225,"N",-16.7296,146.2678,0.648348153214801
