"taxon","family","class","guild","limit","side","lat1","lat2","dLat","lon1","lon2","dLon","site1","site2","N_site","temp1","temp2","dTemp","total_log1","total_log2","pop_trend","presence","range","trophic_level","trophic_group","max_length","water_column","habitat","max_depth","therm_max","therm_mid","sgi","region","latitude","longitude","dSST"
"Lethrinus erythropterus","Lethrinidae","Actinopterygii","tropical","southern","west",-17.5604500000001,-17.5699100000001,-0.00946000000006819,118.942139999999,118.97193,0.0297900000004034,"NWS64","NWS55",43,27.8267989056088,28.0528317373461,0.226032831737299,5.00733318523247,5.38202663467388,0.37469344944141,"rare",1276,3.7,"Benthic invertivore",50,"Demersal","coral",25,31.15,29.251,4.320576,"N",-17.56045,118.94214,0.2202325581395
"Lethrinus erythropterus","Lethrinidae","Actinopterygii","tropical","northern","both",-12.2440499999998,-12.2398899999999,0.00415999999991357,122.998810000002,122.98643,-0.0123800000019259,"NWS21","NWS25",43,28.7135430916553,28.7911258212751,0.0775827296198024,2.09861228866811,2.38629436111989,0.287682072451781,"rare",1276,3.7,"Benthic invertivore",50,"Demersal","coral",25,31.15,29.251,4.320576,"N",-12.24405,122.99881,0.0498955048358987
"Lethrinus nebulosus","Lethrinidae","Actinopterygii","tropical","northern","both",-17.12526,-19.2847599999999,-2.15949999999999,152.075900000001,152.220770000001,0.144870000000907,"CS92","CS3",98,26.6481532147743,26.2711491108071,-0.377004103967199,3.89037175789616,3.484906649788,-0.405465108108164,"common",2105,3.3,"Benthic invertivore",87,"Demersal","coral",75,31.051,23.5435,12.339536,"N",-17.12526,152.0759,0.3749794801641
"Lethrinus nebulosus","Lethrinidae","Actinopterygii","tropical","southern","east",-33.83975,-32.7144599999934,1.12529000000666,151.253499999999,152.151830000032,0.898330000032161,"SYD32","PS17",98,20.1812311901505,21.7280106478551,1.5467794577046,5.7361984483945,5.91265488573605,0.176456437341557,"common",2105,3.3,"Benthic invertivore",87,"Demersal","coral",75,31.051,23.5435,12.339536,"SE",-33.83975,151.2535,0.166993413721602
"Lethrinus nebulosus","Lethrinidae","Actinopterygii","tropical","southern","west",-28.67135,-28.4605099999999,0.210840000000086,113.84345,113.77258,-0.0708699999997719,"WA52","WA55",98,22.3975649794802,23.3984353145736,1.0008703350934,6.38449506278909,5.45434729625351,-0.930147766535582,"common",2105,3.3,"Benthic invertivore",87,"Demersal","coral",75,31.051,23.5435,12.339536,"SW",-28.67135,113.84345,-0.233876383963651
"Lethrinus obsoletus","Lethrinidae","Actinopterygii","tropical","northern","both",-13.9952699999997,-10.49928,3.49598999999974,144.683970000003,141.228069999999,-3.45590000000385,"GBR63","GC17",40,26.6663337893297,28.0722364217252,1.4059026323955,2.79175946922805,2.6094379124341,-0.182321556793954,"rare",3096,3.4,"Benthic invertivore",60,"Demersal","coral",30,31.447,27.1855,3.6154242,"N",-13.99527,144.68397,0.536101231190102
"Lethrinus obsoletus","Lethrinidae","Actinopterygii","tropical","southern","east",-23.1957000000002,-30.0176499999999,-6.82194999999968,150.93748,153.269199999995,2.33171999999502,"GBR253","SI6",40,24.2025170998632,23.2316889037039,-0.970828196159253,4.63758615972639,5.14313472639153,0.505548566665147,"rare",3096,3.4,"Benthic invertivore",60,"Demersal","coral",30,31.447,27.1855,3.6154242,"N",-23.1957,150.93748,0.0166894664842978
"Lethrinus obsoletus","Lethrinidae","Actinopterygii","tropical","southern","west",-16.7838699999998,-17.1536500000001,-0.369780000000379,146.271179999999,119.631099999999,-26.6400799999998,"GBR206","NWS71",40,26.916853625171,28.25853625171,1.341682626539,5.35670882668959,4.49650756146648,-0.860201265223112,"rare",3096,3.4,"Benthic invertivore",60,"Demersal","coral",30,31.447,27.1855,3.6154242,"N",-16.78387,146.27118,0.666970908708251
"Lethrinus olivaceus","Lethrinidae","Actinopterygii","tropical","southern","east",-19.2844100000002,-19.2847599999999,-0.000349999999762929,152.211970000002,152.220770000001,0.00879999999995107,"CS2","CS3",59,26.2394117647059,26.4434610123119,0.204049247606001,3.484906649788,3.19722457733622,-0.287682072451781,"rare",3269,3.8,"Higher carnivore",100,"Demersal","coral",185,31.3379,27.97175,12.3143064,"N",-19.28441,152.21197,-0.176525307797601
"Lethrinus olivaceus","Lethrinidae","Actinopterygii","tropical","southern","west",-17.3069400000002,-17.2909,0.0160400000002454,119.370640000001,119.35929,-0.0113500000009026,"NWS98","NWS99",59,27.9661012311902,28.1969357045144,0.230834473324197,6.03695260241363,5.55387689160054,-0.483075710813089,"rare",3269,3.8,"Higher carnivore",100,"Demersal","coral",185,31.3379,27.97175,12.3143064,"N",-17.30694,119.37064,0.204705882352897
"Lethrinus olivaceus","Lethrinidae","Actinopterygii","tropical","northern","both",-9.88452999999996,-11.9745199999999,-2.08998999999997,129.41618,123.321360000001,-6.09481999999878,"OS4","NWS10",59,28.5170451436388,28.856976744186,0.3399316005472,3.19722457733622,2.6094379124341,-0.587786664902119,"rare",3269,3.8,"Higher carnivore",100,"Demersal","coral",185,31.3379,27.97175,12.3143064,"N",-9.88453,129.41618,0.2037519578105
"Limnichthys fasciatus","Creediidae","Actinopterygii","temperate","southern","east",-35.9915699999995,-35.8167199999996,0.174849999999857,150.159180000001,150.234299999997,0.0751199999958772,"BMP-S26","BMP-S16",68,19.2743502051984,19.4515047879617,0.177154582763301,7.64768837356333,7.83840520084734,0.190716827284015,"rare",424,3,"Benthic invertivore",5,"benthic","sand",NA,27.687,21.7315,NA,"SE",-35.99157,150.15918,-1.2499769514571
"Limnichthys fasciatus","Creediidae","Actinopterygii","temperate","northern","east",-31.4974700000007,-31.5129299999985,-0.0154599999977663,159.067670000001,159.042799999997,-0.0248700000045119,"LHI18","LHI28",68,21.3954035567715,21.8820930232558,0.486689466484297,4.71357206670431,4.89182029811063,0.178248231406319,"rare",424,3,"Benthic invertivore",5,"benthic","sand",NA,27.687,21.7315,NA,"SE",-31.49747,159.06767,-2.8968777943368
"Linckia guildingi","Ophidiasteridae","Asteroidea","tropical","northern","both",-9.95826000000009,-21.2028200000003,-11.2445600000002,144.150609999998,155.772809999999,11.6222000000007,"TS20","CS60",34,26.9644596443228,25.7599589603283,-1.2045006839945,1,1.69314718055995,0.693147180559945,"rare",4102,NA,"Benthic invertivore",32,"benthic","coral",NA,30.95,25.8101,NA,"N",-9.95826,144.15061,0.286210670314698
"Linckia guildingi","Ophidiasteridae","Asteroidea","tropical","southern","west",-23.0980000000008,-23.2174999999998,-0.119499999998983,113.794290000001,113.754660000002,-0.0396299999985104,"NMP28","NMP26",34,24.7089740082079,25.5538131818023,0.844839173594369,2.6094379124341,2.6094379124341,0,"rare",4102,NA,"Benthic invertivore",32,"benthic","coral",NA,30.95,25.8101,NA,"SW",-23.098,113.79429,0.287009598349499
"Linckia guildingi","Ophidiasteridae","Asteroidea","tropical","southern","east",-31.5425200000011,-31.5578200000008,-0.0152999999996943,159.061940000004,159.09852,0.0365799999959506,"LHI40","LHI23",34,21.6583584131327,21.8545554035568,0.196196990424102,3.63905732961526,4.29583686600433,0.656779536389071,"rare",4102,NA,"Benthic invertivore",32,"benthic","coral",NA,30.95,25.8101,NA,"SE",-31.54252,159.06194,-0.146164136814399
"Linckia laevigata","Ophidiasteridae","Asteroidea","tropical","southern","west",-23.19459,-23.0980000000008,0.09658999999915,113.752090000001,113.794290000001,0.0421999999996672,"NMP25","NMP28",110,24.9253556771545,24.4098905608755,-0.515465116279049,6.00394630594546,6.10594547390058,0.101999167955121,"common",3179,NA,"Benthic invertivore",22,"benthic","coral",NA,31.307,27.3,NA,"SW",-23.19459,113.75209,-0.847742818057398
"Linckia laevigata","Ophidiasteridae","Asteroidea","tropical","southern","east",-30.2019,-29.4645099999998,0.737390000000186,153.267599999999,159.068729999999,5.80112999999994,"SI17","EMR3",110,22.4954719562243,22.5835841313269,0.0881121751026015,5.0943445622221,3.39789527279837,-1.69644928942373,"common",3179,NA,"Benthic invertivore",22,"benthic","coral",NA,31.307,27.3,NA,"SE",-30.2019,153.2676,-0.00556457431870072
"Linckia laevigata","Ophidiasteridae","Asteroidea","tropical","northern","both",-10.0599000000001,-9.88632000000004,0.173580000000104,143.883000000001,129.547480000001,-14.3355200000008,"TS14","OS3",110,26.9730369357045,28.7214130434783,1.7483761077738,3.39789527279837,3.19722457733622,-0.200670695462151,"common",3179,NA,"Benthic invertivore",22,"benthic","coral",NA,31.307,27.3,NA,"N",-10.0599,143.883,0.314924760601901
"Linckia multifora","Ophidiasteridae","Asteroidea","tropical","southern","east",-29.4522099999999,-29.4540699999998,-0.00185999999990472,159.049879999999,159.048569999999,-0.00130999999993264,"EMR17","EMR16",91,22.153023255814,22.5919288645691,0.4389056087551,5.33073334028633,5.17438726989564,-0.156346070390694,"common",4437,NA,"Benthic invertivore",12,"benthic","coral",NA,30.8528,26.2195,NA,"SE",-29.45221,159.04988,0.4389056087551
"Linckia multifora","Ophidiasteridae","Asteroidea","tropical","northern","both",-10.0696,-10.29918,-0.229579999999995,143.875440000003,144.521500000001,0.64605999999884,"TS11","CS190",91,26.9724487004104,27.5508481532148,0.578399452804401,3.07944154167984,3.39789527279837,0.318453731118535,"common",4437,NA,"Benthic invertivore",12,"benthic","coral",NA,30.8528,26.2195,NA,"N",-10.0696,143.87544,0.315512995896
"Linckia multifora","Ophidiasteridae","Asteroidea","tropical","southern","west",-28.67135,-28.67135,0,113.84345,113.84345,0,"WA52","WA52",91,22.3975649794802,23.3810016648168,0.983436685336645,5.23410650459726,6.02388052084628,0.789774016249017,"common",4437,NA,"Benthic invertivore",12,"benthic","coral",NA,30.8528,26.2195,NA,"SW",-28.67135,113.84345,-0.233876383963651
"Lotella rhacina","Moridae","Actinopterygii","temperate","southern","both",-43.10662,-43.0657700000001,0.0408499999999137,147.98339,147.95526,-0.0281300000000897,"TAS108","TAS109",124,14.599316005472,14.6658618331053,0.0665458276333002,5.82028156560504,5.83628190695148,0.0160003413464409,"common",635,3.5,"Higher carnivore",50,"Demersal","rock",90,24.56,18.38,13.25191,"TAS",-43.10662,147.98339,0.1353077975376
"Lotella rhacina","Moridae","Actinopterygii","temperate","northern","east",-32.6855100000008,-32.6290000000004,0.0565100000004009,152.222440000005,152.315499999998,0.093059999993784,"PS35","PS53",124,20.6571887824898,21.3728317373461,0.715642954856349,2.79175946922805,2.79175946922805,0,"common",635,3.5,"Higher carnivore",50,"Demersal","rock",90,24.56,18.38,13.25191,"SE",-32.68551,152.22244,0.211716826265452
"Lotella rhacina","Moridae","Actinopterygii","temperate","northern","west",-31.9861800000014,-35.7326800000006,-3.74649999999918,115.556999999997,138.019100000003,22.4621000000059,"RI10","GSV21",124,20.5948974008208,16.9035020519836,-3.6913953488372,-Inf,-Inf,NA,"common",635,3.5,"Higher carnivore",50,"Demersal","rock",90,24.56,18.38,13.25191,"SW",-31.98618,115.557,0.593539839877998
"Lutjanus bohar","Lutjanidae","Actinopterygii","tropical","southern","west",-17.3551599999998,-17.3551599999998,0,119.383930000001,119.383930000001,0,"NWS101","NWS101",254,27.9587277701778,28.1526538987688,0.193926128591002,7.06145691892802,6.50938833662798,-0.55206858230004,"common",3583,4.1,"Higher carnivore",90,"Demersal","coral",180,31.2835,27.2395,21.1890711,"N",-17.35516,119.38393,0.193926128591002
"Lutjanus bohar","Lutjanidae","Actinopterygii","tropical","southern","east",-29.9304399999982,-29.9579599999998,-0.0275200000016369,153.389840000001,159.127589999998,5.73774999999696,"SI1","EMR33",254,22.5307660738714,22.4647332421341,-0.0660328317373029,6.06259503302697,6.32787616878958,0.265281135762614,"common",3583,4.1,"Higher carnivore",90,"Demersal","coral",180,31.2835,27.2395,21.1890711,"SE",-29.93044,153.38984,-1.3247380041213
"Lutjanus bohar","Lutjanidae","Actinopterygii","tropical","northern","both",-10.0387499999998,-10.0599000000001,-0.0211500000003486,144.691980000003,143.883000000001,-0.808980000001327,"CS193","TS14",254,27.1813269493844,27.3547674418604,0.17344049247605,4.43398720448515,4.17805383034795,-0.255933374137201,"common",3583,4.1,"Higher carnivore",90,"Demersal","coral",180,31.2835,27.2395,21.1890711,"N",-10.03875,144.69198,0.7794489126846
"Lutjanus carponotatus","Lutjanidae","Actinopterygii","tropical","southern","west",-21.6367800000004,-21.8363299999988,-0.199549999998464,114.390769999999,114.177770000004,-0.212999999995162,"NWS157","NMP-BF4",144,25.9072777017784,25.5145393559929,-0.392738345785549,7.40357419793482,7.31173480915291,-0.0918393887819002,"common",1544,3.9,"Higher carnivore",40,"Demersal","coral",80,32.167,26.926,27.7180421,"SW",-21.63678,114.39077,-0.5579616963064
"Lutjanus carponotatus","Lutjanidae","Actinopterygii","tropical","northern","both",-10.5190499999999,-10.5227400000002,-0.00369000000022091,143.092940000001,143.09259,-0.000350000000963746,"TS5","TS4",144,27.2657181942544,27.8471994224046,0.581481228150249,4.55534806148941,4.58351893845611,0.0281708769666968,"common",1544,3.9,"Higher carnivore",40,"Demersal","coral",80,32.167,26.926,27.7180421,"N",-10.51905,143.09294,0.6320595835234
"Lutjanus carponotatus","Lutjanidae","Actinopterygii","tropical","southern","east",-24.8397000000001,-24.8397000000001,0,152.47916,152.47916,0,"QLD5","QLD5",144,23.6124008207934,24.1778109452736,0.565410124480152,4.95124371858143,5.93447393313069,0.983230214549264,"common",1544,3.9,"Higher carnivore",40,"Demersal","coral",80,32.167,26.926,27.7180421,"N",-24.8397,152.47916,0.565410124480152
"Lutjanus decussatus","Lutjanidae","Actinopterygii","tropical","southern","west",-17.5479999999999,-17.5474900000002,0.000509999999753319,118.973700000001,118.968840000001,-0.00485999999975206,"NWS57","NWS60",85,27.8652530779754,28.0813953488372,0.216142270861802,7.64248680136726,7.20859002609663,-0.433896775270627,"common",1073,4,"Higher carnivore",35,"Demersal","coral",30,31.284,29.08865,9.6705962,"N",-17.548,118.9737,0.216142270861802
"Lutjanus decussatus","Lutjanidae","Actinopterygii","tropical","northern","both",-12.2441400000001,-11.9796100000001,0.26453000000005,123.001820000002,123.38074,0.378919999998615,"NWS20","NWS5",85,28.7041723666211,28.8591244870041,0.154952120382998,4.68887945411394,4.25809653802148,-0.430782916092454,"common",1073,4,"Higher carnivore",35,"Demersal","coral",30,31.284,29.08865,9.6705962,"N",-12.24414,123.00182,0.0503539491684002
"Lutjanus fulviflamma","Lutjanidae","Actinopterygii","tropical","northern","both",-12.16237,-11.9805900000001,0.181779999999938,143.648589999998,123.335229999999,-20.3133599999994,"GBR54","NWS11",80,26.7574418604651,28.856976744186,2.0995348837209,4.17805383034795,3.94443897916644,-0.233614851181505,"common",2588,3.8,"Higher carnivore",35,"Demersal","coral",35,31.31,26.567,15.7186632,"N",-12.16237,143.64859,0.5543775649795
"Lutjanus fulviflamma","Lutjanidae","Actinopterygii","tropical","southern","east",-23.1869800000002,-31.5390800000013,-8.35210000000107,150.933700000001,159.065430000005,8.13173000000387,"GBR256","LHI5",80,24.1937756497948,21.883488372093,-2.3102872777018,6.39362754635236,3.89037175789616,-2.5032557884562,"common",2588,3.8,"Higher carnivore",35,"Demersal","coral",35,31.31,26.567,15.7186632,"N",-23.18698,150.9337,0.0254309165526969
"Lutjanus fulviflamma","Lutjanidae","Actinopterygii","tropical","southern","west",-23.1999499999994,-23.044730000001,0.155219999998391,113.76354000001,113.818430000004,0.0548899999944723,"NMP-C4","NMP20",80,24.8338531691746,24.2932010943912,-0.540652074783431,6.48893772615669,6.82894561761021,0.340007891453521,"common",2588,3.8,"Higher carnivore",35,"Demersal","coral",35,31.31,26.567,15.7186632,"SW",-23.19995,113.76354,-0.27929043977489
"Lutjanus gibbus","Lutjanidae","Actinopterygii","tropical","southern","west",-17.2461199999998,-14.1266800000001,3.11943999999978,119.34713,121.945460000001,2.59833000000062,"NWS84","NWS29",107,27.9966621067031,28.8485909712722,0.8519288645691,7.58892647753352,8.24494154633701,0.656015068803487,"common",3312,3.6,"Higher carnivore",50,"Demersal","coral",150,31.53665,28.390275,12.6588532,"N",-17.24612,119.34713,0.222818057455601
"Lutjanus gibbus","Lutjanidae","Actinopterygii","tropical","southern","east",-21.2028200000003,-19.2844100000002,1.91841000000011,155.772809999999,152.211970000002,-3.56083999999737,"CS60","CS2",107,25.26,26.2711491108071,1.0111491108071,3.77258872223978,4.76120011569356,0.988611393453781,"common",3312,3.6,"Higher carnivore",50,"Demersal","coral",150,31.53665,28.390275,12.6588532,"N",-21.20282,155.77281,0.033652530779797
"Lutjanus gibbus","Lutjanidae","Actinopterygii","tropical","northern","both",-9.97456000000019,-10.1432500000001,-0.16868999999987,144.693999999997,144.440700000001,-0.253299999995562,"CS209","CS199",107,27.1434336525308,27.3883584131327,0.244924760601901,4.66356164612965,5.33073334028633,0.667171694156685,"common",3312,3.6,"Higher carnivore",50,"Demersal","coral",150,31.53665,28.390275,12.6588532,"N",-9.97456,144.694,0.815704278503702
"Lutjanus kasmira","Lutjanidae","Actinopterygii","tropical","northern","both",-10.21767,-10.4412100000003,-0.223540000000295,144.595400000001,144.430159999999,-0.165240000002512,"CS195","CS188",72,27.1178248974008,27.8981739130435,0.780349015642699,4.85014760171006,4.58351893845611,-0.266628663253949,"rare",4424,3.6,"Benthic invertivore",40,"Demersal","coral",265,30.945,26.892875,13.4592073,"N",-10.21767,144.5954,0.458864569083499
"Lutjanus kasmira","Lutjanidae","Actinopterygii","tropical","southern","east",-29.9229599999999,-29.9229599999999,0,159.092850000001,159.092850000001,0,"EMR30","EMR30",72,22.0610943912449,22.4779480164159,0.416853625171001,7.39359075395063,6.97126183979046,-0.422328914160169,"rare",4424,3.6,"Benthic invertivore",40,"Demersal","coral",265,30.945,26.892875,13.4592073,"SE",-29.92296,159.09285,0.416853625171001
"Lutjanus kasmira","Lutjanidae","Actinopterygii","tropical","southern","west",-20.5258799999997,-17.3551599999998,3.17071999999989,116.659780000001,119.383930000001,2.72414999999933,"WA80","NWS101",72,26.1380027359781,28.1526538987688,2.0146511627907,6.6937321388027,6.68017260901707,-0.0135595297856321,"rare",4424,3.6,"Benthic invertivore",40,"Demersal","coral",265,30.945,26.892875,13.4592073,"SW",-20.52588,116.65978,1.86492131856495
"Lutjanus lemniscatus","Lutjanidae","Actinopterygii","tropical","southern","west",-23.1123400000005,-23.1999499999994,-0.0876099999988362,113.750419999997,113.76354000001,0.0131200000128047,"NMP1","NMP-C4",51,25.2308618331053,24.9459599944629,-0.284901838642401,5.83628190695148,5.46590811865458,-0.370373788296894,"rare",1284,4,"Higher carnivore",65,"Demersal","coral",80,31.495,26.2605,15.9434186,"SW",-23.11234,113.75042,0.718606108856001
"Lutjanus lemniscatus","Lutjanidae","Actinopterygii","tropical","northern","both",-9.87839984893799,-10.3292,-0.45080015106206,129.287673950195,132.707970000001,3.4202960498059,"OS1","NT23",51,28.5297400820793,28.6682838283828,0.138543746303501,2.94591014905531,2.6094379124341,-0.336472236621213,"rare",1284,4,"Higher carnivore",65,"Demersal","coral",80,31.495,26.2605,15.9434186,"N",-9.87839984893799,129.287673950195,0.189357390844901
"Lutjanus quinquelineatus","Lutjanidae","Actinopterygii","tropical","southern","east",-30.2016699999999,-27.3889799999998,2.8126900000001,153.266350000002,153.550969999998,0.284619999995954,"SI4","MBMP1",60,22.4954719562243,24.7799052407581,2.2844332845338,5.06044301054642,4.04452243772342,-1.015920572823,"rare",1647,3.6,"Benthic invertivore",38,"Demersal","coral",40,31.377,27.1543,13.6750269,"SE",-30.20167,153.26635,-1.38811820784935
"Lutjanus quinquelineatus","Lutjanidae","Actinopterygii","tropical","southern","west",-22.9287500000008,-14.6870799999998,8.241670000001,113.779370000003,145.443270000002,31.6638999999993,"NMP-S2","GBR224",60,24.3595485636115,27.0653077975376,2.7057592339261,7.24997524225948,8.04053639021596,0.790561147956472,"rare",1647,3.6,"Benthic invertivore",38,"Demersal","coral",40,31.377,27.1543,13.6750269,"SW",-22.92875,113.77937,0.7256973380278
"Lutjanus quinquelineatus","Lutjanidae","Actinopterygii","tropical","northern","both",-10.9098100000001,-11.63092,-0.721109999999948,133.021059999999,136.92818,3.90712000000124,"NT25","NT41",60,28.2004924760602,28.4908979591837,0.2904054831235,4.40119738166216,5.11087386417331,0.709676482511155,"rare",1647,3.6,"Benthic invertivore",38,"Demersal","coral",40,31.377,27.1543,13.6750269,"N",-10.90981,133.02106,0.400632021931798
"Lutjanus russellii","Lutjanidae","Actinopterygii","tropical","southern","east",-30.2016699999999,-34.06915,-3.86748000000013,153.266350000002,151.129979999998,-2.13637000000327,"SI4","SYD14",43,22.4954719562243,20.5166142270862,-1.97885772913815,5.26267987704132,5.29045944114839,0.0277795641070755,"rare",1904,4.3,"Higher carnivore",50,"Demersal","coral",80,31.144,24.209,6.5844306,"SE",-30.20167,153.26635,-1.38811820784935
"Lutjanus russellii","Lutjanidae","Actinopterygii","tropical","northern","both",-12.2824099999998,-12.16237,0.120039999999833,143.410919999998,143.648589999998,0.237670000000179,"GBR46","GBR54",43,26.847756497948,27.3118194254446,0.464062927496599,2.6094379124341,2.94591014905531,0.336472236621213,"rare",1904,4.3,"Higher carnivore",50,"Demersal","coral",80,31.144,24.209,6.5844306,"N",-12.28241,143.41092,0.269124487004099
"Lutjanus russellii","Lutjanidae","Actinopterygii","tropical","southern","west",-20.5258799999997,-20.6087200000001,-0.0828400000004592,116.659780000001,116.46312,-0.196660000001145,"WA80","WA68",43,26.4547195622435,27.9257360222408,1.47101645999735,3.83321334405622,5.06044301054642,1.2272296664902,"rare",1904,4.3,"Higher carnivore",50,"Demersal","coral",80,31.144,24.209,6.5844306,"SW",-20.52588,116.65978,1.86492131856495
"Macolor macularis","Lutjanidae","Actinopterygii","tropical","southern","east",-22.1977,-18.2688300000001,3.92886999999988,155.294430000001,147.37874,-7.91569000000118,"CS41","GBR179",63,25.1011901504788,26.8331288343558,1.731938683877,4.85014760171006,4.63758615972639,-0.212561441983673,"rare",2417,4,"Benthic invertivore",60,"Demersal","coral",90,31.47,28.120325,7.0260171,"N",-22.1977,155.29443,0.604035567715499
"Macolor macularis","Lutjanidae","Actinopterygii","tropical","southern","west",-17.0762000000001,-14.0717000000002,3.00449999999987,119.5962,121.950830000001,2.35463000000118,"NWS82","NWS35",63,28.0721614227086,28.8664432284542,0.794281805745602,6.28320372873799,5.61512051684126,-0.668083211896729,"rare",2417,4,"Benthic invertivore",60,"Demersal","coral",90,31.47,28.120325,7.0260171,"N",-17.0762,119.5962,0.2188235294118
"Macolor macularis","Lutjanidae","Actinopterygii","tropical","northern","both",-9.88452999999996,-9.96836999999987,-0.0838399999999133,129.41618,144.694560000003,15.2783800000025,"OS4","CS207",63,28.5170451436388,27.7533651744579,-0.763679969180899,3.56494935746154,2.94591014905531,-0.619039208406223,"rare",2417,4,"Benthic invertivore",60,"Demersal","coral",90,31.47,28.120325,7.0260171,"N",-9.88453,129.41618,0.2037519578105
"Macolor niger","Lutjanidae","Actinopterygii","tropical","northern","both",-9.95129999999991,-9.98876999999994,-0.0374700000000239,144.031780000001,144.691300000003,0.659520000001919,"TS21","CS208",140,26.9302325581395,27.483488372093,0.553255813953498,3.83321334405622,3.89037175789616,0.0571584138399484,"common",3584,3.99574468085106,"Benthic invertivore",75,"Demersal","coral",NA,31.3056,27.4799,14.1593391,"N",-9.9513,144.03178,0.443871409028798
"Macolor niger","Lutjanidae","Actinopterygii","tropical","southern","east",-22.1977,-23.2447400000001,-1.04704000000009,155.294430000001,155.542329999999,0.247899999997458,"CS41","CS24",140,25.1011901504788,25.3179069767442,0.216716826265401,5.59511985013459,6.00394630594546,0.408826455810869,"common",3584,3.99574468085106,"Benthic invertivore",75,"Demersal","coral",NA,31.3056,27.4799,14.1593391,"N",-22.1977,155.29443,0.604035567715499
"Macolor niger","Lutjanidae","Actinopterygii","tropical","southern","west",-17.0818099999998,-17.3551599999998,-0.273349999999969,119.655180000001,119.383930000001,-0.271250000000393,"NWS80","NWS101",140,28.1029685362517,28.1526538987688,0.0496853625170992,6.37989735354046,6.30330490805908,-0.076592445481384,"common",3584,3.99574468085106,"Benthic invertivore",75,"Demersal","coral",NA,31.3056,27.4799,14.1593391,"N",-17.08181,119.65518,0.198577291381699
"Macropharyngodon meleagris","Labridae","Actinopterygii","tropical","southern","west",-17.50218,-21.8363299999988,-4.33414999999879,118.96276,114.177770000004,-4.7849899999964,"NWS63","NMP-BF4",195,27.8661285909713,25.2100410396717,-2.6560875512996,5.20469261939097,5.34380542185368,0.139112802462718,"common",2682,2.9,"Benthic invertivore",15,"Demersal","coral",30,30.405,25.4435,19.1599822,"N",-17.50218,118.96276,0.215266757865901
"Macropharyngodon meleagris","Labridae","Actinopterygii","tropical","southern","east",-31.549740000001,-31.5953999999993,-0.0456599999982927,159.062949999996,159.078749999998,0.0158000000023151,"LHI3","LHI21",195,21.6489192886457,21.7898221614227,0.140902872776998,6.46383180502561,6.72358510195238,0.25975329692677,"common",2682,2.9,"Benthic invertivore",15,"Demersal","coral",30,30.405,25.4435,19.1599822,"SE",-31.54974,159.06295,-3.0169198171072
"Macropharyngodon meleagris","Labridae","Actinopterygii","tropical","northern","both",-10.3765500000002,-10.4342199999998,-0.0576699999995895,144.532829999999,144.452430000003,-0.080399999996331,"CS192","CS186",195,27.0777017783858,27.2995348837209,0.221833105335097,3.77258872223978,3.99573227355399,0.22314355131421,"common",2682,2.9,"Benthic invertivore",15,"Demersal","coral",30,30.405,25.4435,19.1599822,"N",-10.37655,144.53283,0.835025494341497
"Macropharyngodon negrosensis","Labridae","Actinopterygii","tropical","northern","both",-12.3839100000001,-10.1432500000001,2.24066000000001,143.771999999998,144.440700000001,0.668700000003156,"GBR57","CS199",46,26.7170588235294,27.3883584131327,0.671299589603301,1,1.69314718055995,0.693147180559945,"rare",2145,3.4,"Benthic invertivore",12,"Demersal","coral",32,30.5377,24.33025,1.2440898,"N",-12.38391,143.772,0.4457660738714
"Macropharyngodon negrosensis","Labridae","Actinopterygii","tropical","southern","west",-26.12171,-23.19459,2.92712000000009,113.18267,113.752090000001,0.569420000001344,"WA62","NMP25",46,22.3716415868673,24.3515868673051,1.9799452804378,2.38629436111989,3.19722457733622,0.810930216216329,"rare",2145,3.4,"Benthic invertivore",12,"Demersal","coral",32,30.5377,24.33025,1.2440898,"SW",-26.12171,113.18267,1.93836747143865
"Macropharyngodon negrosensis","Labridae","Actinopterygii","tropical","southern","east",-33.8064599999998,-35.1211299999996,-1.31466999999981,151.305259999995,150.764160000004,-0.541099999991388,"SYD47","JBMP-S16",46,20.4420793433653,20.3742544459644,-0.0678248974009001,4.04452243772342,4.63758615972639,0.593063722002963,"rare",2145,3.4,"Benthic invertivore",12,"Demersal","coral",32,30.5377,24.33025,1.2440898,"SE",-33.80646,151.30526,0.672705860184649
"Macropharyngodon ornatus","Labridae","Actinopterygii","tropical","northern","both",-11.9670999999999,-9.88452999999996,2.08256999999994,123.358600000001,129.41618,6.05757999999963,"NWS7","OS4",77,28.7755950752394,28.7207971014493,-0.0547979737901017,3.83321334405622,3.56494935746154,-0.268263986594679,"rare",1575,3.4,"Benthic invertivore",13,"Demersal","coral",30,31.307,27.32435,14.3200101,"N",-11.9671,123.3586,0.0845417236661987
"Macropharyngodon ornatus","Labridae","Actinopterygii","tropical","southern","west",-23.2061500000005,-23.19459,0.0115600000005323,113.760290000002,113.752090000001,-0.0082000000005138,"NMP31","NMP25",77,24.6167715458276,24.3515868673051,-0.265184678522498,6.74620319054015,6.50125821054473,-0.244944979995426,"rare",1575,3.4,"Benthic invertivore",13,"Demersal","coral",30,31.307,27.32435,14.3200101,"SW",-23.20615,113.76029,-0.485540355677099
